"Original System";"Title";"Year";"Publisher";"Developer";"Europe";"US";"Japan"
NA;"Gorf";"???";"CBS Electronics";"Unknown";"";"";"x"
NA;"Gormiti: The Lords of Nature!";"???";"Konami";"Climax Group";"";"";"x"
NA;"Gotcha!";"???";"Global Star Software";"Sixteen Tons Entertainment";"";"x";"x"
NA;"Gotcha! The Sport!";"???";"Ljn";"Unknown";"x";"";"x"
NA;"Gottlieb Pinball Classics";"???";"System 3";"Unknown";"";"";"x"
NA;"GP-1";"???";"Atlus";"Atlus";"";"";"x"
NA;"Gradius Advance";"???";"Konami";"Unknown";"";"";"x"
NA;"Gradius Collection";"???";"Konami";"Unknown";"";"";"x"
NA;"Gradius III and IV";"???";"Konami";"Unknown";"";"";"x"
NA;"Gradius V";"???";"Konami";"Unknown";"";"";"x"
NA;"Graffiti Kingdom";"???";"Taito, 505 GameStreet";"Unknown";"";"";"x"
NA;"Gran Turismo";"???";"Sony";"Unknown";"";"";"x"
NA;"Gran Turismo 3";"???";"Sony";"Unknown";"";"";"x"
NA;"Gran Turismo 4";"???";"Sony";"Unknown";"";"";"x"
NA;"Gran Turismo 4: Prologue";"???";"Sony";"Unknown";"";"x";"x"
NA;"Gran Turismo Concept: 2002 Tokyo-Geneva";"???";"Sony";"Unknown";"";"x";"x"
NA;"Granada";"???";"Renovation";"Unknown";"x";"";"x"
NA;"Grand Prix";"???";"Watara";"Unknown";"";"";"x"
NA;"Grand Prix";"???";"Activision";"Unknown";"";"";"x"
NA;"Grand Prix Challenge";"???";"Atari";"Unknown";"";"";"x"
NA;"Grand Slam";"???";"Virgin Interactive Entertainment";"Unknown";"x";"";"x"
NA;"Grand Slam";"???";"Virgin";"Unknown";"x";"";"x"
NA;"Grand Theft Auto";"???";"Rockstar";"Unknown";"";"";"x"
NA;"Grand Theft Auto + Grand Theft Auto: Mission Pack #1: London 1969";"???";"Rockstar Games";"Unknown";"";"";"x"
NA;"Grand Theft Auto III";"???";"Rockstar";"Unknown";"";"";"x"
NA;"Grand Theft Auto: Liberty City Stories";"???";"Rockstar Games";"Unknown";"";"";"x"
NA;"Grand Theft Auto: San Andreas";"???";"Rockstar";"Unknown";"";"";"x"
NA;"Grand Theft Auto: The Trilogy: Limited Edition";"???";"Rockstar Games";"Rockstar North";"";"x";"x"
NA;"Grand Theft Auto: Vice City";"???";"Rockstar";"Unknown";"";"";"x"
NA;"Grand Theft Auto: Vice City Stories";"???";"Rockstar Games";"Unknown";"";"";"x"
NA;"Grand Tour Racing 400";"???";"Midas";"Unknown";"";"x";"x"
NA;"Grandia III";"???";"Square Enix";"Unknown";"x";"";"x"
NA;"Grandia Xtreme";"???";"Enix";"Unknown";"x";"";"x"
NA;"Gravitar";"???";"Atari";"Unknown";"x";"";"x"
NA;"Gravity Games: Bike: Street, Vert, Dirt";"???";"Midway";"Unknown";"";"";"x"
NA;"Grease: The Official Video Game";"???";"505 Games";"Big Head Games";"";"";"x"
NA;"Great American Golf 2";"???";"Philips Interactive Media";"Xdra";"";"";"x"
NA;"Great Battles of Rome";"???";"Black Bean";"Unknown";"";"x";"x"
NA;"The Great British Football Quiz";"???";"Liquid Games";"Unknown";"";"x";"x"
NA;"Great British Golf";"???";"Philips Interactive Media";"Unknown";"";"x";"x"
NA;"Great Empires: Rome";"???";"Black Bean";"Nibris";"";"";"x"
NA;"Great Escape";"???";"Bomb";"Unknown";"";"";"x"
NA;"The Great Escape";"???";"SCi Games";"Unknown";"";"";"x"
NA;"Great Outdoor Games: Bass Tournament";"???";"Konami";"Unknown";"";"";"x"
NA;"The Great Waldo Search";"???";"THQ";"Unknown";"x";"";"x"
NA;"The Great Wall Street Fortune Hunt";"???";"Philips";"Philips";"";"";"x"
NA;"Green Lantern: Rise of the Manhunters";"???";"Warner Bros. Games";"Griptonite Games";"";"";"x"
NA;"Greg Hastings' Tournament Paintball";"???";"Activision";"The Whole Experience";"";"";"x"
NA;"Greg Norman's Golf Power";"???";"Virgin";"Unknown";"x";"";"x"
NA;"Gregory Horror Show";"???";"Capcom";"Unknown";"";"x";"x"
NA;"Gremlins";"???";"Atari";"Atari";"x";"";"x"
NA;"Gremlins";"???";"Atari";"Unknown";"x";"";"x"
NA;"Gremlins 2: The New Batch: The Video Game";"???";"Sunsoft";"Sunsoft";"";"";"x"
NA;"Gremlins Unleashed";"???";"LSP";"Planet Interactive Development";"";"x";"x"
NA;"Gremlins: Gizmo";"???";"NECA";"Unknown";"x";"";"x"
NA;"Gremlins: Stripe vs Gizmo";"???";"LSP, Wanadoo";"Unknown";"";"";"x"
NA;"Gretzky NHL 06";"???";"Sony";"Unknown";"x";"";"x"
NA;"Gretzky NHL 2005";"???";"Sony";"Unknown";"x";"";"x"
NA;"Grey's Anatomy: The Video Game";"???";"Ubisoft Entertainment";"Longtail Studios";"";"";"x"
NA;"Gridders";"???";"Tetragon";"Unknown";"x";"";"x"
NA;"The Grim Adventures of Billy & Mandy";"???";"Midway";"Unknown";"x";"";"x"
NA;"Grimgrimoire";"???";"Koei";"Unknown";"";"";"x"
NA;"The Grinch";"???";"Konami";"KCE Nagoya";"";"";"x"
NA;"Grind Stormer";"???";"Tengen";"Unknown";"x";"";"x"
NA;"GripShift";"???";"Ubisoft";"Unknown";"";"";"x"
NA;"The Grolier Electronic Encyclopedia";"???";"Grolier Electronic Publishing";"Unknown";"";"x";"x"
NA;"Groove Rider: Slot Car Racing";"???";"play it";"Unknown";"";"";"x"
NA;"Groovy Chick: My Fashion World";"???";"Mindscape";"Elephant Games";"";"x";"x"
NA;"Growl";"???";"Taito";"Unknown";"x";"";"x"
NA;"Growlanser Generations";"???";"Working Designs";"Unknown";"x";"";"x"
NA;"Growlanser: Heritage of War";"???";"Rising Star Games";"Unknown";"";"";"x"
NA;"Growlanser: Wayfarer of Time";"???";"Atlus";"Unknown";"x";"";"x"
NA;"GT 3 Advance: Pro Concept Racing";"???";"THQ";"Unknown";"";"";"x"
NA;"GT 64: Championship Edition";"???";"Ocean";"Unknown";"";"";"x"
NA;"GT Advance 2: Rally Racing";"???";"THQ";"Unknown";"";"";"x"
NA;"GT Advance: Championship Racing";"???";"THQ";"Unknown";"";"";"x"
NA;"GT Championship";"???";"Kemco";"Unknown";"";"";"x"
NA;"GT Racers";"???";"Liquid";"Unknown";"";"x";"x"
NA;"GT Racers";"???";"Oxygen";"Unknown";"";"x";"x"
NA;"GT-R Touring";"???";"Midas";"Unknown";"";"x";"x"
NA;"Guardian";"???";"Apollo";"Unknown";"x";"";"x"
NA;"Guardian War";"???";"Panasonic";"Unknown";"x";"";"x"
NA;"Guerrilla Strike";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Guerrilla War";"???";"SNK";"SNK";"";"";"x"
NA;"Les Guignols de L'Info: Le Jeu";"???";"Canal+ Multimedia";"Unknown";"";"x";"x"
NA;"Guilty Gear Isuka";"???";"505 GameStreet";"Unknown";"";"";"x"
NA;"Guilty Gear X";"???";"Sammy";"Unknown";"";"";"x"
NA;"Guilty Gear X2";"???";"Sammy";"Unknown";"";"";"x"
NA;"Guilty Gear X2: The Midnight Carnival: Reload";"???";"Zoo Digital";"Unknown";"";"";"x"
NA;"Guilty Gear: Judgment";"???";"Majesco";"Unknown";"";"";"x"
NA;"The Guinness Disc of Records: Second Edition";"???";"Commodore";"Unknown";"";"x";"x"
NA;"Guitar Hero";"???";"Red Octane";"Unknown";"";"";"x"
NA;"Guitar Hero 5";"???";"Activision";"Unknown";"";"";"x"
NA;"Guitar Hero II";"???";"Activision";"Unknown";"";"";"x"
NA;"Guitar Hero III: Legends of Rock";"???";"Activision";"Unknown";"";"";"x"
NA;"Guitar Hero on Tour: Modern Hits";"???";"Activision";"Vicarious Visions";"";"";"x"
NA;"Guitar Hero: Aerosmith";"???";"Activision";"Unknown";"";"";"x"
NA;"Guitar Hero: Metallica";"???";"Activision";"Unknown";"";"";"x"
NA;"Guitar Hero: Rocks the 80s";"???";"Activision";"Unknown";"";"";"x"
NA;"Guitar Hero: World Tour";"???";"Activision";"Unknown";"";"";"x"
NA;"Guitar Rock Tour";"???";"Gameloft";"Gameloft Montréal";"";"";"x"
NA;"Gumball 3000";"???";"SCi Games";"Unknown";"";"x";"x"
NA;"Gumby vs. the Astrobots";"???";"Namco";"Unknown";"x";"";"x"
NA;"Gummy Bears: Mini Golf";"???";"Storm City Games";"Unknown";"x";"";"x"
NA;"Gun";"???";"Activision";"Unknown";"";"";"x"
NA;"Gun Club";"???";"505 Games";"Unknown";"";"";"x"
NA;"Gun-Nac";"???";"ASCII";"Unknown";"x";"";"x"
NA;"Gunbird: Special Edition";"???";"Empire";"Unknown";"";"x";"x"
NA;"Gunboat";"???";"NEC";"Unknown";"x";"";"x"
NA;"Guncom 2";"???";"play it";"Unknown";"";"x";"x"
NA;"Gundam Side Story 0079: Rise From the Ashes";"???";"Bandai";"Unknown";"x";"";"x"
NA;"Gunfighter";"???";"Philips";"Philips";"";"";"x"
NA;"Gunfighter II: Revenge of Jesse James";"???";"Ubi Soft Entertainment";"Unknown";"";"x";"x"
NA;"Gungnir";"???";"Atlus";"Unknown";"x";"";"x"
NA;"Gungrave";"???";"Activision";"Unknown";"";"";"x"
NA;"Gungrave Overdose";"???";"play it";"Unknown";"";"";"x"
NA;"Gungriffon Blaze";"???";"Swing! Entertainment";"Unknown";"";"";"x"
NA;"GunGriffon: Allied Strike";"???";"Tecmo";"Tecmo";"";"";"x"
NA;"Gunpey";"???";"Bandai";"Unknown";"";"";"x"
NA;"Gunslinger Collection";"???";"American Laser Games";"Unknown";"x";"";"x"
NA;"Gunstar Future Heroes";"???";"Sega";"Unknown";"";"";"x"
NA;"Gurumin: A Monstrous Adventure";"???";"505 Games";"Unknown";"";"";"x"
NA;"Gust Buster";"???";"Sunrise";"Sunrise";"x";"";"x"
NA;"The Guy Game";"???";"Gathering of Developers";"Unknown";"x";"";"x"
NA;"Gyruss";"???";"Parker Brothers";"Unknown";"";"";"x"
NA;"H.E.R.O.";"???";"Activision";"Unknown";"";"";"x"
NA;"Habitrail Hamster Ball";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Hair Salon";"???";"505 Games";"Sonic Powered";"";"";"x"
NA;"Hakuoki: Demon of the Fleeting Blossom";"???";"Aksys Games";"Unknown";"x";"";"x"
NA;"Hakuoki: Warriors of the Shinsengumi";"???";"Aksys Games";"Unknown";"x";"";"x"
NA;"HAL's Hole in One Golf";"???";"HAL";"Halken";"";"";"x"
NA;"Half-Life";"???";"Sierra";"Unknown";"";"";"x"
NA;"Half-Minute Hero";"???";"Rising Star Games";"Unknown";"";"";"x"
NA;"Halloween";"???";"Wizard Video";"Unknown";"x";"";"x"
NA;"Halloween Racer";"???";"Microïds";"Visual Impact";"";"x";"x"
NA;"Hammerin' Harry";"???";"Irem";"Irem";"";"x";"x"
NA;"Hamster Heroes";"???";"Metro 3D";"Unknown";"";"x";"x"
NA;"Hamtaro: Ham-Ham Games";"???";"Nintendo";"Unknown";"";"";"x"
NA;"Hamtaro: Ham-Ham Heartbreak";"???";"Nintendo";"Unknown";"";"";"x"
NA;"Hamtaro: Ham-Hams Unite!";"???";"Nintendo";"Unknown";"";"";"x"
NA;"Hamtaro: Rainbow Rescue";"???";"Nintendo";"Unknown";"";"x";"x"
NA;"Hands of Time";"???";"Titus";"Unknown";"";"";"x"
NA;"Hands On! Tangrams";"???";"Storm City Games";"Unknown";"x";"";"x"
NA;"Hangman";"???";"Atari";"Unknown";"";"";"x"
NA;"Hannah Montana";"???";"Disney";"DC Studios";"";"";"x"
NA;"Hannah Montana: Rock Out the Show";"???";"Disney";"Unknown";"";"";"x"
NA;"Hannah Montana: Spotlight World Tour";"???";"Disney";"Unknown";"";"";"x"
NA;"Hannah Montana: The Movie";"???";"Disney";"N-Space";"";"";"x"
NA;"Hansel & Gretel";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Happily Ever After: Volume 1: Little Red Riding Hood + Puss n' Boots";"???";"Storm City Games";"Unknown";"x";"";"x"
NA;"Happily Ever After: Volume 2: Three Little Pigs + Ugly Duckling";"???";"Storm City Games";"Unknown";"x";"";"x"
NA;"Happy Bakery";"???";"GameBridge";"Starfish-SD";"";"x";"x"
NA;"Happy Feet";"???";"Midway";"Unknown";"";"";"x"
NA;"Happy Feet";"???";"Midway";"Unknown";"";"";"x"
NA;"Happy Feet 2";"???";"Warner Bros. Games";"WayForward Technologies";"";"";"x"
NA;"Happy Pairs";"???";"Watara";"Unknown";"";"";"x"
NA;"Happy Party with Hello Kitty & Friends!";"???";"GameBridge";"Interchannel, Idea Factory, Compile Heart";"";"";"x"
NA;"Happy Race";"???";"Watara";"Unknown";"";"";"x"
NA;"Happy Trails";"???";"Activision";"Unknown";"";"";"x"
NA;"Hard Knock High";"???";"Essential Games";"Unknown";"";"x";"x"
NA;"Hard Rock Casino";"???";"Oxygen";"Unknown";"";"";"x"
NA;"HardBall '95";"???";"Accolade";"Unknown";"x";"";"x"
NA;"HardBall 5";"???";"Accolade";"Unknown";"x";"";"x"
NA;"HardBall 99";"???";"Accolade";"Unknown";"x";"";"x"
NA;"Hardball III";"???";"Accolade";"Accolade";"";"";"x"
NA;"Hardcore Pinball";"???";"Telegames";"Unknown";"";"";"x"
NA;"Hardcore Pool";"???";"Neko Entertainment";"Unknown";"";"x";"x"
NA;"HardHitter 2";"???";"Midas";"Unknown";"";"";"x"
NA;"Hardware Online Arena";"???";"Sony";"Unknown";"";"x";"x"
NA;"The Hardy Boys: Treasure on the Tracks";"???";"JoWood";"ND Games";"";"";"x"
NA;"Harlem Globetrotters";"???";"GameTek";"Unknown";"x";"";"x"
NA;"Harlem Globetrotters World Tour";"???";"Zoo Digital";"Unknown";"";"";"x"
NA;"Harley-Davidson Motorcycles: Race to the Rally";"???";"Activision";"Unknown";"";"";"x"
NA;"Harry Potter and the Chamber of Secrets";"???";"Electronic Arts";"Electronic Arts";"";"";"x"
NA;"Harry Potter and the Chamber of Secrets";"???";"Electronic Arts";"Unknown";"";"";"x"
NA;"Harry Potter and the Chamber of Secrets";"???";"EA Games";"Unknown";"";"";"x"
NA;"Harry Potter and the Deathly Hallows: Part 1";"???";"Electronic Arts";"Full Fat";"";"";"x"
NA;"Harry Potter and the Deathly Hallows: Part 2";"???";"Electronic Arts";"Full Fat";"";"";"x"
NA;"Harry Potter and the Goblet of Fire";"???";"Electronic Arts";"Unknown";"";"";"x"
NA;"Harry Potter and the Goblet of Fire";"???";"EA";"Unknown";"";"";"x"
NA;"Harry Potter and the Half-Blood Prince";"???";"EA";"Unknown";"";"";"x"
NA;"Harry Potter and the Order of the Phoenix";"???";"Electronic Arts";"Unknown";"";"";"x"
NA;"Harry Potter and the Order of the Phoenix";"???";"EA";"Unknown";"";"";"x"
NA;"Harry Potter and the Philosopher's Stone";"???";"Electronic Arts";"Electronic Arts";"";"";"x"
NA;"Harry Potter and the Philosopher's Stone";"???";"Electronic Arts";"Unknown";"";"";"x"
NA;"Harry Potter and the Philosopher's Stone";"???";"EA Games";"Unknown";"";"";"x"
NA;"Harry Potter and the Prisoner of Azkaban";"???";"Electronic Arts";"Unknown";"";"";"x"
NA;"Harry Potter and the Prisoner of Azkaban";"???";"EA Games";"Unknown";"";"";"x"
NA;"Harry Potter Collection";"???";"Electronic Arts";"Unknown";"";"x";"x"
NA;"Harry Potter: Quidditch World Cup";"???";"Electronic Arts";"Unknown";"";"";"x"
NA;"Harry Potter: Quidditch World Cup";"???";"EA Games";"Unknown";"";"";"x"
NA;"Harvest Fishing";"???";"505 GameStreet";"Unknown";"";"x";"x"
NA;"Harvest Moon 64";"???";"Natsume";"Unknown";"x";"";"x"
NA;"Harvest Moon DS Cute";"???";"Natsume";"Unknown";"x";"";"x"
NA;"Harvest Moon DS: Grand Bazaar";"???";"Rising Star Games";"Marvelous Entertainment";"";"";"x"
NA;"Harvest Moon DS: Island of Happiness";"???";"Rising Star Games";"TOSE Co.";"";"";"x"
NA;"Harvest Moon DS: Sunshine Islands";"???";"Rising Star Games";"Marvelous Entertainment";"";"";"x"
NA;"Harvest Moon DS: The Tale of Two Towns";"???";"Rising Star Games";"Marvelous AQL";"";"";"x"
NA;"Harvest Moon: Boy & Girl";"???";"Natsume";"Unknown";"x";"";"x"
NA;"Harvest Moon: Frantic Farming";"???";"Rising Star Games";"Platinum Egg";"";"";"x"
NA;"Harvest Moon: Friends of Mineral Town";"???";"Natsume";"Unknown";"";"";"x"
NA;"Harvest Moon: Hero of Leaf Valley";"???";"Rising Star Games";"Unknown";"";"";"x"
NA;"Harvest Moon: More Friends of Mineral Town";"???";"Natsume";"Unknown";"x";"";"x"
NA;"Harvey Birdman: Attorney at Law";"???";"Capcom";"Unknown";"x";"";"x"
NA;"Harvey Birdman: Attorney at Law";"???";"Capcom";"Unknown";"x";"";"x"
NA;"Hasbro Family Game Night";"???";"Electronic Arts";"Nikitova Games";"";"";"x"
NA;"Hash Blocks";"???";"Watara";"Unknown";"";"";"x"
NA;"Hat Trick";"???";"Atari";"Atari";"";"";"x"
NA;"Hatris";"???";"Bullet-Proof Software";"Unknown";"x";"";"x"
NA;"Haunted House";"???";"Atari";"Unknown";"";"";"x"
NA;"The Haunted Mansion";"???";"TDK";"Unknown";"";"";"x"
NA;"Haunting Ground";"???";"Capcom";"Unknown";"";"";"x"
NA;"Haven: Call of the King";"???";"Midway";"Unknown";"";"";"x"
NA;"Hawk Kawasaki Racing";"???";"Midas";"Unknown";"";"x";"x"
NA;"Head On";"???";"Acetronic";"Unknown";"";"x";"x"
NA;"Head To Toe 1";"???";"Lightspan";"Unknown";"x";"";"x"
NA;"Head To Toe 2";"???";"Lightspan";"Unknown";"x";"";"x"
NA;"Head To Toe 3";"???";"Lightspan";"Unknown";"x";"";"x"
NA;"Head To Toe 4";"???";"Lightspan";"Unknown";"x";"";"x"
NA;"Headhunter: Redemption";"???";"Sega";"Unknown";"";"";"x"
NA;"Heartbeat Boxing";"???";"Agetec";"Unknown";"";"x";"x"
NA;"Heathcliff! Frantic Foto";"???";"Storm City Games";"Unknown";"x";"";"x"
NA;"Heatseeker";"???";"Codemasters";"Unknown";"";"";"x"
NA;"Heaven Clash";"???";"Bit Corporation";"Unknown";"";"";"x"
NA;"Heavy Armor Brigade";"???";"UFO";"Unknown";"x";"";"x"
NA;"Heavy Barrel";"???";"Data East";"Unknown";"x";"";"x"
NA;"Heavy Nova";"???";"Micronet";"Unknown";"x";"";"x"
NA;"Heidi: The Game";"???";"east Entertainment";"Unknown";"";"x";"x"
NA;"Heir of Zendor: The Legend and The Land";"???";"Koei";"Unknown";"x";"";"x"
NA;"The Heist";"???";"Micro-Fun";"Micro-Fun";"x";"";"x"
NA;"Helicopter Rescue";"???";"Philips";"GST";"";"x";"x"
NA;"Hell: A Cyberpunk Thriller";"???";"Take 2 Interactive";"Unknown";"x";"";"x"
NA;"Hell's Kitchen: The Game";"???";"Ubisoft Entertainment";"Mistic Software";"";"";"x"
NA;"Hellboy: Asylum Seeker";"???";"DreamCatcher";"Unknown";"x";"";"x"
NA;"Hellboy: The Science of Evil";"???";"Konami";"Unknown";"";"";"x"
NA;"Hello Baby!";"???";"505 Games";"Sonic Powered";"";"x";"x"
NA;"Hello Kitty Birthday Adventures";"???";"Namco Bandai Partners";"OneNine Studios";"";"";"x"
NA;"Hello Kitty Daily";"???";"Nobilis";"Dorasu";"";"";"x"
NA;"Hello Kitty: Happy Party Pals";"???";"THQ";"Unknown";"";"";"x"
NA;"Hello Kitty: Puzzle Party";"???";"Ubisoft";"Unknown";"";"x";"x"
NA;"Hello Kitty: Roller Rescue";"???";"Empire";"Unknown";"";"";"x"
NA;"Hello Kitty's Cube Frenzy";"???";"NewKidCo";"Unknown";"x";"";"x"
NA;"Help 2001: TOCA Touring Car Championship + Tomb Raider + WWF War Zone + Ridge Racer Revolution";"???";"E.S.C.";"Unknown";"";"x";"x"
NA;"Help: Road Rash + Broken Sword: Shadow of the Templars + Myst";"???";"E.S.C.";"Unknown";"";"x";"x"
NA;"Henri Dès: Les bêtises";"???";"Philips Interactive Media";"Unknown";"";"x";"x"
NA;"Henry Hatsworth in the Puzzling Adventure";"???";"Electronic Arts";"Team Hatsworth";"";"";"x"
NA;"Heracles: Battle with the Gods";"???";"Midas";"Unknown";"";"x";"x"
NA;"Heracles: Battle with the Gods";"???";"Midas Interactive Entertainment";"Laughing Jackal";"";"x";"x"
NA;"Heracles: Chariot Racing";"???";"Midas";"Unknown";"";"x";"x"
NA;"Herbie (Disney's): Fully Loaded";"???";"Disney Interactive";"Unknown";"";"";"x"
NA;"Hercules: The Legendary Journeys";"???";"Titus";"Unknown";"";"";"x"
NA;"Hercules: The Legendary Journeys";"???";"Titus";"Titus";"";"x";"x"
NA;"Herdy Gerdy";"???";"Eidos";"Unknown";"";"";"x"
NA;"Hero Hawk";"???";"Watara";"Unknown";"";"";"x"
NA;"Hero Kid";"???";"Watara";"Unknown";"";"";"x"
NA;"Hero's Saga: Laevatein Tactics";"???";"Aksys Games";"Unknown";"x";"";"x"
NA;"Heroes of Hellas 2: Olympia";"???";"Purple Hills";"Alawar Games";"";"x";"x"
NA;"Heroes of Might and Magic";"???";"3DO";"Unknown";"";"";"x"
NA;"Heroes of Might and Magic: Quest for the DragonBone Staff";"???";"3DO";"Unknown";"";"";"x"
NA;"Heroes of the Lance";"???";"FCI";"Unknown";"";"";"x"
NA;"Heroes of the Pacific";"???";"Codemasters";"Unknown";"";"";"x"
NA;"Hexcite: The Shapes of Victory";"???";"Ubi Soft Entertainment";"Landwarf";"";"";""
NA;"Hexyz Force";"???";"Atlus";"Unknown";"x";"";"x"
NA;"Hey Arnold! The Movie";"???";"THQ";"Unknown";"";"";"x"
NA;"Hey You, Pikachu!";"???";"Nintendo";"Unknown";"x";"";"x"
NA;"Hi Hi Puffy AmiYumi: Kaznapped!";"???";"D3 Publisher";"Unknown";"";"";"x"
NA;"Hi Hi Puffy AmiYumi: The Genie & the Amp";"???";"D3 Publisher";"Sensory Sweep Studios";"";"";"x"
NA;"Hidden Expedition: Titanic";"???";"MSL";"Engine Software";"";"x";"x"
NA;"Hidden Invasion";"???";"Swing! Entertainment";"Unknown";"";"";"x"
NA;"Hidden Mysteries: Buckingham Palace: Auf den Spuren der Royals";"???";"Astragon";"Black Lantern Studios";"";"";"x"
NA;"Hidden Mysteries: Salem Secrets: Witch Trials of 1962";"???";"Astragon, GSP";"Black Lantern Studios";"";"";"x"
NA;"Hidden Mysteries: Titanic: Secrets of the Fateful Voyage";"???";"Astragon, GSP";"Black Lantern Studios";"";"";"x"
NA;"Hidden Mysteries: Vampire Secrets";"???";"Astragon";"Gunnar Games";"";"";"x"
NA;"Hidden Object Show";"???";"Intenium";"Beast Studios";"";"x";"x"
NA;"Hidden Objects: The Big Journey";"???";"cerasus.media, GSP, Rondomedia";"cerasus.media";"";"";"x"
NA;"Hidden Photo";"???";"pQube, Rondomedia";"Most Wanted Entertainment";"";"x";"x"
NA;"Hieperdepiep, ik lees!";"???";"Philips Interactive Media";"Unknown";"";"x";"x"
NA;"Hieroglyph";"???";"ZYX MultiMedia";"Unknown";"";"x";"x"
NA;"High Heat Baseball 2000";"???";"3DO";"Unknown";"x";"";"x"
NA;"High Heat Major League Baseball 2002";"???";"3DO";"Unknown";"";"";"x"
NA;"High Heat Major League Baseball 2002";"???";"3DO";"Unknown";"x";"";"x"
NA;"High Heat Major League Baseball 2003";"???";"3DO";"Unknown";"";"";"x"
NA;"High Heat Major League Baseball 2004";"???";"3DO";"Unknown";"x";"";"x"
NA;"High Rollers Casino";"???";"Mud Duck";"Unknown";"x";"";"x"
NA;"High School Musical 2: Work This Out!";"???";"Disney";"Artificial Mind and Movement";"";"";"x"
NA;"High School Musical 3: Senior Year: Dance!";"???";"Disney";"Unknown";"";"";"x"
NA;"High School Musical: Livin' the Dream";"???";"Disney";"Unknown";"x";"";"x"
NA;"High School Musical: Makin' the Cut!";"???";"Disney";"Artificial Mind and Movement";"";"";"x"
NA;"High School Musical: Sing It!";"???";"Disney";"Unknown";"";"";"x"
NA;"High Seize";"???";"Nokia";"Red Lynx";"";"";"x"
NA;"High Velocity: Mountain Racing Challenge";"???";"Atlus";"Unknown";"x";"";"x"
NA;"Hillsfar";"???";"FCI";"Unknown";"x";"";"x"
NA;"Hilton Garden Inn: Ultimate Team Play";"???";"Hilton Worldwide";"Unknown";"x";"";"x"
NA;"Hippodrome";"???";"Interton";"Unknown";"";"x";"x"
NA;"Hit the Ice";"???";"TTI";"Unknown";"";"";"x"
NA;"Hitman 2: Silent Assassin";"???";"Eidos";"Unknown";"";"";"x"
NA;"Hitman: Blood Money";"???";"Eidos";"Unknown";"";"";"x"
NA;"Hitman: Contracts";"???";"Eidos";"Unknown";"";"";"x"
NA;"The Hive";"???";"Trimark";"Unknown";"x";"";"x"
NA;"The Hobbit";"???";"Sierra";"Unknown";"";"";"x"
NA;"The Hobbit: The Prelude to The Lord of the Rings";"???";"Sierra";"Unknown";"";"";"x"
NA;"Hobby Module";"???";"Acetronic";"Unknown";"";"x";"x"
NA;"Hockey";"???";"Mattel";"Unknown";"";"";"x"
NA;"Hollywood Files: Deadly Intrigues";"???";"Easy Interactive, Purple Hills";"Most Wanted Entertainment";"";"x";"x"
NA;"Hollywood Pinball";"???";"Take 2 Interactive Software Europe";"Tarantula Studios";"";"x";"x"
NA;"Hollywood Squares";"???";"GameTek";"Unknown";"x";"";"x"
NA;"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?";"???";"NIS America";"Unknown";"";"x";"x"
NA;"Holy Magic Century";"???";"Konami";"Imagineer";"";"";"x"
NA;"Holy Magic Century";"???";"Virgin Interactive";"Imagineer";"";"";"x"
NA;"Home Alone";"???";"THQ";"Imagineering";"";"";"x"
NA;"Home Alone";"???";"blast!";"Unknown";"";"x";"x"
NA;"Home Alone";"???";"THQ";"Unknown";"x";"";"x"
NA;"Home Alone 2: Lost in New York";"???";"THQ";"Imagineering";"";"";"x"
NA;"Home on the Range (Disney's)";"???";"Disney Interactive";"Unknown";"";"";"x"
NA;"Homerun";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Homie Rollerz";"???";"Destineer";"Unknown";"x";"";"x"
NA;"Homura";"???";"505 GameStreet";"Unknown";"";"x";"x"
NA;"Honda ATV Fever";"???";"Storm City Games";"Unknown";"x";"";"x"
NA;"Honey Bee";"???";"Watara";"Unknown";"";"";"x"
NA;"Honeycomb Beat";"???";"Rising Star Games";"Hudson Soft";"";"";"x"
NA;"Hooters Road Trip";"???";"Ubi Soft";"Unknown";"x";"";"x"
NA;"Hop: The Movie";"???";"505 Games";"Engine Software";"";"";"x"
