"Original System";"Title";"Year";"Publisher";"Developer";"Europe";"US";"Japan"
"SonyPlayStation2";"Airblade";NA;"Sony";"Unknown";1;1;0
"Nintendo64";"Airboarder 64";NA;"GM";"Unknown";1;0;0
"SonyPlayStation2";"Airborne Troops: Countdown to D-Day";NA;"Playlogic";"Unknown";1;1;0
"AtariVCS";"Airlock";NA;"Gameworld";"Unknown";1;1;0
"SonyPlayStation2";"Akira Psycho Ball";NA;"Bandai";"Unknown";1;0;0
"SonyPlayStation2";"Alan Hansens Sports Challenge";NA;"Oxygen";"Unknown";1;0;0
"SonyPlayStation2";"Alarm for Cobra 11: Vol. 2: Hot Pursuit";NA;"RTL Playtainment";"Unknown";1;0;0
"SonyPlayStation2";"Alarm für Cobra 11";NA;"RTL Playtainment";"Unknown";1;0;0
"PhilipsCD-i";"L'Albero Azzurro";NA;"Philips Interactive Media";"Unknown";1;0;0
"SegaSaturn";"Albert Odyssey: Legend of Eldean";NA;"Working Designs";"Unknown";0;1;0
"CBSColecoVision";"Alcazar: The Forgotten Fortress";NA;"Telegames";"Telegames";1;1;0
"NintendoGameBoyAdvance";"Alex Rider: Stormbreaker";NA;"THQ";"Unknown";1;1;0
"NintendoGameBoy";"Alfred Chicken";NA;"Mindscape";"Twilight";1;1;0
"NintendoGameBoyColor";"Alfred's Adventure";NA;"SCi";"Möbius";1;0;0
"SonyPlayStation2";"Alias";NA;"Acclaim";"Unknown";1;1;0
"NintendoGameBoyColor";"Alice in Wonderland (Disney's)";NA;"Nintendo, Disney Interactive";"Digital Eclipse Software";1;1;0
"AtariVCS";"Alien";NA;"20th Century Fox";"Unknown";0;1;0
"WataraSupervision";"Alien";NA;"Watara";"Unknown";1;1;0
"Atari7800";"Alien Brigade";NA;"Atari";"Atari";1;1;0
"NECPCEngine";"Alien Crush";NA;"NEC";"Unknown";0;1;0
"SegaDreamcast";"Alien Front Online";NA;"Sega";"Unknown";0;1;0
"SonyPlayStation2";"Alien Hominid";NA;"Zoo Digital";"Unknown";1;1;0
"NintendoGameBoy";"Alien Olympics";NA;"Ocean";"Dark Technologies";1;0;0
"NintendoGameBoy";"Alien³";NA;"Ljn";"B.I.T.S.";1;1;0
"NintendoGameBoyAdvance";"Alienators: Evolution Continues";NA;"Activision";"Unknown";1;1;0
"SonyPlayStation2";"Aliens in the Attic";NA;"Playlogic";"Unknown";1;1;0
"SonyPlayStation2";"Aliens versus Predator: Extinction";NA;"Electronic Arts";"Unknown";1;1;0
"SonyPlayStationPortable";"Aliens vs Predator: Requiem";NA;"Sierra";"Unknown";1;1;0
"NintendoGameBoyColor";"Aliens: Thanatos Encounter";NA;"THQ";"Crawfish Interactive";1;1;0
"NintendoGameBoyAdvance";"All Grown Up! Express Yourself";NA;"THQ";"Unknown";1;1;0
"PhilipsCD-i";"All the Fun of the Fair: Engels voor Kinderen";NA;"Philips Interactive Media";"Unknown";1;0;0
"NES";"All-Pro Basketball";NA;"Vic Tokai";"Unknown";0;1;0
"SonyPlayStation";"All-Star Baseball '97 Featuring Frank Thomas";NA;"Acclaim";"Unknown";0;1;0
"Nintendo64";"All-Star Baseball 2000";NA;"Acclaim";"Unknown";1;1;0
"NintendoGameBoyColor";"All-Star Baseball 2000";NA;"Acclaim";"Realtime Associates";1;1;0
"SonyPlayStation2";"All-Star Baseball 2002";NA;"Acclaim";"Unknown";1;1;0
"SonyPlayStation2";"All-Star Baseball 2003 featuring Derek Jeter";NA;"Acclaim";"Unknown";1;1;0
"SonyPlayStation2";"All-Star Baseball 2004 featuring Derek Jeter";NA;"Acclaim";"Unknown";1;1;0
"SonyPlayStation2";"All-Star Baseball 2005";NA;"Acclaim";"Unknown";0;1;0
"Nintendo64";"All-Star Baseball 99";NA;"Acclaim Sports";"Unknown";1;1;0
"NintendoGameBoy";"All-Star Challenge 2";NA;"Ljn";"Beam Software";1;1;0
"SonyPlayStation2";"All-Star Fighters";NA;"Essential Games";"Unknown";1;0;0
"SegaSaturn";"All-Star MLB 1997 featuring Frank Thomas";NA;"Acclaim Entertainment";"Iguana Entertainment";0;1;0
"NintendoGameBoy";"Alleyway";NA;"Nintendo";"Nintendo";1;1;0
"SonyPlayStation2";"Alone in the Dark";NA;"Atari";"Unknown";1;1;0
"3DOInteractiveMultiplayer";"Alone in the Dark";NA;"Electronic Arts";"Unknown";0;1;0
"NintendoGameBoyColor";"Alone in the Dark: The New Nightmare";NA;"Infogrames";"Pocket Studios";1;1;0
"AtariVCS";"Alpha Beam with Ernie";NA;"Atari";"Unknown";1;1;0
"NES";"Alpha Mission";NA;"SNK";"SNK";1;1;0
"CBSColecoVision";"Alphabet Zoo";NA;"Spinnaker";"Spinnaker";0;1;0
"SonyPlayStation2";"Alpine Racer 3";NA;"Sony, Namco";"Unknown";1;0;0
"SonyPlayStation2";"Alpine Ski Racing 2007: Bode Miller vs. Hermann Maier";NA;"RTL Playtainment, JoWood";"Unknown";1;0;0
"SonyPlayStation2";"Alpine Skiing 2005";NA;"Midas";"Unknown";1;0;0
"SonyPlayStation2";"Alter Echo";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation2";"Altered Beast";NA;"Sega";"Unknown";1;0;0
"NintendoGameBoyAdvance";"Altered Beast: Guardian of the Realms";NA;"Sega";"Unknown";1;1;0
"NintendoGameBoy";"Altered Space: A 3-D Alien Adventure";NA;"Hi Tech Expressions";"Software Creations";1;1;0
"SonyPlayStation2";"Alvin and the Chipmunks";NA;"Brash Entertainment";"Unknown";1;1;0
"NintendoDS";"Alvin and the Chipmunks: Chipwrecked";NA;"Majesco Entertainment";"Behaviour Interactive";1;1;0
"NintendoDS";"Alvin and the Chipmunks: The Squeakquel";NA;"Majesco Entertainment";"ImaginEngine";1;1;0
"NES";"Amagon";NA;"Sammy";"Unknown";0;1;0
"CBSColecoVision";"Amazing Bumpman";NA;"Telegames";"Telegames";1;1;0
"NintendoGameBoy";"Amazing Penguin";NA;"Natsume";"Natsume";1;1;0
"NintendoGameBoy";"The Amazing Spider-Man";NA;"Nintendo";"Rare";1;1;0
"SonyPlayStation2";"America's 10 Most Wanted";NA;"play it";"Unknown";1;1;0
"NintendoDS";"America's Test Kitchen: Let's Get Cooking";NA;"Nintendo";"Unknown";0;1;0
"SonyPlayStation2";"American Chopper";NA;"Activision";"Unknown";1;1;0
"SonyPlayStation2";"American Chopper 2: Full Throttle";NA;"Activision";"Unknown";1;1;0
"NintendoGameBoyAdvance";"American Dragon: Jake Long (Disney's)";NA;"Buena Vista Games";"Unknown";1;1;0
"PhilipsVideopac";"American Football";NA;"Philips";"Philips";1;1;0
"NintendoDS";"American Girl: Julie Finds a Way";NA;"THQ";"Unknown";0;1;0
"NintendoDS";"American Girl: Kit Mystery Challenge!";NA;"THQ";"Unknown";0;1;0
"NES";"American Gladiators";NA;"GameTek";"Unknown";0;1;0
"SonyPlayStation2";"An American Tail";NA;"blast!";"Unknown";1;0;0
"SonyPlayStation2";"AMF Xtreme Bowling 2006";NA;"blast!";"Unknown";1;1;0
"AtariVCS";"Amidar";NA;"Parker Brothers";"Unknown";1;1;0
"SonyPlayStation2";"Amplitude";NA;"Sony";"Unknown";1;1;0
"NintendoGameBoyAdvance";"An American Tail: Fievel's Gold Rush";NA;"Swing!";"Unknown";1;1;0
"NintendoDS";"Ancient Spirits: Columbus' Legacy";NA;"GSP, Rondomedia";"cerasus.media";1;1;0
"SonyPlayStation2";"And 1 Streetball";NA;"Ubisoft";"Unknown";1;1;0
"NECPCEngine";"Andre Panza Kick Boxing";NA;"NEC";"Unknown";0;1;0
"Vectrex";"Animaction";NA;"GCE";"Unknown";0;1;0
"NintendoDS";"Animal Boxing";NA;"Destineer";"Unknown";0;1;0
"PhilipsCD-i";"Animal Communities";NA;"AIMS";"Unknown";0;1;0
"PhilipsCD-i";"Animal Life in a Tidepool";NA;"AIMS";"Unknown";0;1;0
"NintendoDS";"Animal Paradise: Wild";NA;"Empire";"Unknown";0;1;0
"NintendoDS";"Animal Planet Vet Collection: Emergency Vets + Vet Life";NA;"Activision";"Unknown";0;1;0
"SonyPlayStation2";"Animal Soccer World";NA;"Phoenix Games";"Unknown";1;0;0
"NintendoDS";"Animal World: Big Cats";NA;"UIG Entertainment";"Mipumi";1;0;0
"NintendoDS";"Animal World: Dinosaurs";NA;"UIG Entertainment";"Mipumi";1;0;0
"SonyPlayStation";"Animaniacs Ten Pin Alley";NA;"ASC Games";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Animaniacs: Lights, Camera, Action!";NA;"Ignition";"Unknown";1;0;0
"SonyPlayStation2";"Animaniacs: The Great Edgar Hunt";NA;"Ignition Entertainment";"Unknown";1;1;0
"NintendoGameBoyColor";"Animorphs";NA;"Ubi Soft";"Ubi Soft";1;1;0
"SonyPlayStation";"Animorphs: Shattered Reality";NA;"Infogrames";"Unknown";0;1;0
"NintendoGameBoyAdvance";"The Ant Bully";NA;"Midway";"Unknown";1;1;0
"SonyPlayStation2";"The Ant Bully";NA;"Midway";"Unknown";1;1;0
"CBSColecoVision";"Antarctic Adventure";NA;"CBS";"Coleco";1;1;0
"NintendoGameBoyColor";"Antz";NA;"Infogrames";"CLCE, Planet";1;1;0
"SonyPlayStation2";"Antz Extreme Racing";NA;"Empire";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Antz: Extreme Racing";NA;"LSP";"Unknown";1;1;0
"NintendoGameBoyColor";"Antz: Racing";NA;"Electronic Arts, LSP";"RFX Interactive";1;1;0
"NintendoGameBoyColor";"Antz: World Sportz";NA;"LSP";"M4";1;0;0
"SonyPlayStation2";"Anubis II";NA;"Metro 3D";"Unknown";1;1;0
"SonyPlayStationPortable";"Ape Academy";NA;"Sony";"Unknown";1;1;0
"SonyPlayStationPortable";"Ape Academy 2";NA;"Sony";"Unknown";1;0;0
"SonyPlayStation2";"Ape Escape 2";NA;"Sony";"Unknown";1;1;0
"SonyPlayStation2";"Ape Escape 3";NA;"Sony";"Unknown";1;1;0
"SonyPlayStationPortable";"Ape Escape P";NA;"Sony";"Unknown";1;1;0
"SonyPlayStation2";"Ape Escape: Pumped & Primed";NA;"Ubisoft";"Unknown";0;1;0
"TigerR-Zone";"Apollo 13";NA;"Tiger Electronics";"Unknown";1;1;0
"SonyPlayStation2";"Aqua Aqua: Wetrix 2";NA;"SCi Games";"Unknown";1;1;0
"SonyPlayStation2";"Aqua Teen Hunger Force: Zombie Ninja Pro-Am";NA;"Midway";"Unknown";1;1;0
"CBSColecoVision";"Aquattack";NA;"Interphase";"Interphase";0;1;0
"SonyPlayStation2";"Ar Tonelico II: Melody of Metafalica";NA;"NIS America";"Unknown";1;1;0
"SonyPlayStation2";"Ar Tonelico: Melody of Elemia";NA;"505 Games";"Unknown";1;1;0
"SonyPlayStation";"Arc the Lad Collection";NA;"Working Designs";"Unknown";0;1;0
"SonyPlayStation2";"Arc the Lad: End of Darkness";NA;"Namco";"Unknown";0;1;0
"SonyPlayStation2";"Arc: Twilight of the Spirits";NA;"Sony";"Unknown";1;1;0
"SonyPlayStation2";"Arcade Action: 30 Games";NA;"Phoenix Games";"Unknown";1;0;0
"NintendoGameBoy";"Arcade Classic No. 1: Asteroids & Missile Command";NA;"Nintendo";"Accolade";1;1;0
"NintendoGameBoy";"Arcade Classic No. 2: Centipede & Millipede";NA;"Nintendo";"Accolade";1;1;0
"NintendoGameBoy";"Arcade Classic No. 3: Galaga & Galaxian";NA;"Nintendo";"Namco";1;1;0
"NintendoGameBoy";"Arcade Classic No. 4: Defender & Joust";NA;"Nintendo";"Williams";1;1;0
"SegaGameGear";"Arcade Classics: Centipede + Missile Command";NA;"Sega";"Unknown";0;1;0
"NintendoGameBoy";"Arcade Classics: Super Breakout & Battlezone";NA;"Black Pearl";"Unknown";1;1;0
"SonyPlayStation2";"Arcade Classics: Volume One";NA;"play it";"Unknown";1;0;0
"NintendoGameBoyColor";"Arcade Hits: Spy Hunter & Moon Patrol";NA;"Midway";"Magnin & Associates";1;1;0
"SonyPlayStation2";"Arcade USA";NA;"Phoenix Games";"Unknown";1;0;0
"SonyPlayStation2";"The Arcade";NA;"Liquid Games";"Unknown";1;0;0
"SuperNintendo";"Arcade's Greatest Hits (Williams)";NA;"Midway";"Digital Eclipse";1;1;0
"SuperNintendo";"Arcade's Greatest Hits: The Atari Collection 1 (Midway presents...)";NA;"Midway";"Digital Eclipse";1;1;0
"SonyPlayStation2";"Arcana Heart";NA;"Atlus";"Unknown";0;1;0
"PhilipsCD-i";"Archeon CD-i Quiz";NA;"Dutch Electronic Publishers";"Unknown";1;0;0
"SonyPlayStationPortable";"Archer Maclean's Mercury";NA;"Ignition Entertainment";"Unknown";1;1;0
"AtariXEGS";"Archon: The Light and the Dark";NA;"Atari";"Unknown";1;1;0
"NES";"Arctic Adventure: Penguin & Seal";NA;"HES";"Sachen";1;0;0
"NintendoGameBoyAdvance";"Arctic Tale";NA;"DSI";"Unknown";0;1;0
"SonyPlayStation2";"Arctic Thunder";NA;"Midway";"Unknown";1;1;0
"SegaMegaDrive";"Arcus Odyssey";NA;"Renovation";"Unknown";0;1;0
"NintendoDS";"Are You Smarter than a 5th Grader: Back to School";NA;"THQ";"Unknown";0;1;0
"NintendoDS";"Are You Smarter than a 5th Grader: Game Time";NA;"THQ";"Unknown";0;1;0
"NintendoDS";"Are you Smarter than a 5th Grader: Make the Grade";NA;"THQ";"Unknown";0;1;0
"SonyPlayStation2";"Are You Smarter Than A 5th Grader?: Make the Grade";NA;"THQ";"Unknown";0;1;0
"TigerR-Zone";"Area 51";NA;"Tiger Electronics";"Unknown";1;1;0
"SonyPlayStation2";"Area-51";NA;"Midway";"Unknown";1;1;0
"SonyPlayStation2";"Arena Football";NA;"Electronic Arts";"Unknown";0;1;0
"SonyPlayStation2";"Arena Football: Road to Glory";NA;"Electronic Arts";"Unknown";0;1;0
"NES";"Arkanoid";NA;"Taito";"Unknown";0;1;0
"NES";"Arkista's Ring";NA;"Sammy";"Unknown";0;1;0
"SegaDreamcast";"Armada";NA;"Metro3D";"Unknown";0;1;0
"AtariVCS";"Armor Ambush";NA;"Telegames";"Unknown";1;1;0
"MattelIntellivision";"Armor Battle";NA;"Mattel";"Unknown";1;1;0
"SonyPlayStation2";"Armored Core 2";NA;"Crave Entertainment, Ubi Soft Entertainment";"Unknown";1;1;0
"SonyPlayStation2";"Armored Core 2: Another Age";NA;"Metro 3D";"Unknown";1;1;0
"SonyPlayStation2";"Armored Core 3";NA;"Metro 3D";"Unknown";1;1;0
"SonyPlayStationPortable";"Armored Core: Formula Front: Extreme Battle";NA;"505 GameStreet";"Unknown";1;1;0
"SonyPlayStation2";"Armored Core: Last Raven";NA;"505 GameStreet";"Unknown";1;1;0
"SonyPlayStation";"Armored Core: Master of Arena";NA;"Agetec";"Unknown";0;1;0
"SonyPlayStation2";"Armored Core: Nexus";NA;"indie Games";"Unknown";1;1;0
"SonyPlayStation2";"Armored Core: Nine Breaker";NA;"505 GameStreet";"Unknown";1;1;0
"SonyPlayStation";"Armored Core: Project Phantasma";NA;"ASCII";"Unknown";0;1;0
"SonyPlayStation2";"Armored Core: Silent Line";NA;"Agetec";"Unknown";1;1;0
"NintendoGameBoyColor";"Armorines: Project S.W.A.R.M.";NA;"Acclaim";"NEON Software";1;1;0
"NintendoGameBoyColor";"Army Men";NA;"3DO";"Digital Eclipse";1;1;0
"NintendoGameBoyColor";"Army Men 2";NA;"3DO";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Army Men Advance";NA;"3DO";"Unknown";1;1;0
"SonyPlayStation";"Army Men Gold: Collector's Edition: Army Men 3D + Army Men: Air Attack + Army Men: Sarge's Heroes";NA;"3DO";"Unknown";0;1;0
"NintendoGameBoyColor";"Army Men: Air Combat";NA;"3DO";"Unknown";1;1;0
"SonyPlayStation2";"Army Men: Green Rogue";NA;"3DO";"Unknown";1;1;0
"SonyPlayStation2";"Army Men: Major Malfunction";NA;"Global Star Software";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Army Men: Operation Green";NA;"3DO";"Unknown";1;1;0
"SonyPlayStation2";"Army Men: Real Time Strategy";NA;"3DO";"Unknown";1;1;0
"Nintendo64";"Army Men: Sarge's Heroes";NA;"3DO";"Unknown";1;1;0
"NintendoGameBoyColor";"Army Men: Sarge's Heroes 2";NA;"3DO";"GameBrains";1;1;0
"SonyPlayStation2";"Army Men: Sarge's Heroes 2";NA;"3DO";"Unknown";1;1;0
"SonyPlayStation2";"Army Men: Sarge's War";NA;"Global Star Software";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Army Men: Turf Wars";NA;"3DO";"Unknown";0;1;0
"SonyPlayStationPortable";"Army of Two: The 40th Day";NA;"EA";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Around the World in 80 Days";NA;"Hip Games";"Unknown";1;1;0
"Vectrex";"Art Master";NA;"GCE";"Unknown";0;1;0
"SonyPlayStation2";"Art of Fighting Anthology";NA;"Ignition Entertainment";"Unknown";1;1;0
"SonyPlayStation2";"Arthur and the Invisibles";NA;"Atari";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Arthur and the Minimoys";NA;"Atari";"Unknown";1;1;0
"SonyPlayStation";"Arthur! Ready to Race";NA;"Learning Company";"Unknown";0;1;0
"AtariVCS";"Artillery Duel";NA;"Xonox";"Unknown";0;1;0
"CBSColecoVision";"Artillery Duel";NA;"Xonox";"Xonox";0;1;0
"CBSColecoVision";"Artillery Duel / Chuck Norris Superkicks";NA;"Xonox";"Xonox";0;1;0
"NokiaN-Gage";"Ashen";NA;"Nokia";"Torus Games";1;1;0
"NokiaN-Gage";"Asphalt: Urban GT";NA;"Nokia";"Gameloft";1;1;0
"SonyPlayStationPortable";"Asphalt: Urban GT 2";NA;"Gameloft";"Unknown";1;1;0
"SonyPlayStationPortable";"Assassin's Creed: Bloodlines";NA;"Ubisoft";"Unknown";1;1;0
"SonyPlayStation2";"Assault Suits Valken";NA;"505 GameStreet";"Unknown";1;0;0
"SegaSaturn";"Astal";NA;"Sega";"Unknown";0;1;0
"AtariVCS";"Asterix";NA;"Atari";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Astérix & Obélix XXL";NA;"Atari";"Unknown";1;0;0
"SonyPlayStation2";"Astérix & Obélix XXL";NA;"Atari";"Unknown";1;1;0
"SonyPlayStation2";"Astérix & Obélix XXL 2: Mission: Las Vegum";NA;"Atari";"Unknown";1;0;0
"SonyPlayStationPortable";"Astérix & Obélix XXL 2: Mission: Wifix";NA;"Atari";"Unknown";1;0;0
"NintendoGameBoyAdvance";"Astérix & Obélix: Bash Them All!";NA;"Atari";"Unknown";1;0;0
"SonyPlayStation2";"Asterix at the Olympic Games";NA;"Atari";"Unknown";1;0;0
"NintendoDS";"Asterix Brain Trainer";NA;"Atari";"Little Worlds Studio";1;0;0
"NintendoGameBoyColor";"Astérix: The Search for Dogmatix";NA;"Infogrames";"Rebellion";1;0;0
"NintendoDS";"Asterix: These Romans Are Crazy!";NA;"Ubisoft Entertainment";"Visual Impact Productions";1;0;0
"NintendoGameBoy";"Asteroids";NA;"Accolade";"The Code Monkeys";1;1;0
"NintendoGameBoyColor";"Asteroids";NA;"Activision";"Syrox Developments";1;1;0
"AtariVCS";"Asteroids";NA;"Atari";"Unknown";1;1;0
"SonyPlayStationPortable";"Astonishia Story";NA;"Ubisoft";"Unknown";1;1;0
"SonyPlayStation2";"Astro Boy";NA;"Sega";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Astro Boy: Omega Factor";NA;"Sega, THQ";"Unknown";1;1;0
"Atari5200";"Astro Chase";NA;"Parker Brothers";"Parker Brothers";0;1;0
"NintendoDS";"Astro Invaders";NA;"Zoo Digital";"Unknown";0;1;0
"AtariVCS";"Astroblast";NA;"Telegames";"Unknown";1;1;0
"MattelIntellivision";"Astrosmash";NA;"Mattel";"Unknown";1;1;0
"AtariVCS";"Astrowar";NA;"Dimax";"Unknown";1;0;0
"NES";"Astyanax";NA;"Jaleco";"Jaleco";1;1;0
"NintendoGameBoyAdvance";"Atari Anniversary Advance";NA;"Atari";"Unknown";1;1;0
"SegaDreamcast";"Atari Anniversary Edition";NA;"Infrogrames";"Unknown";0;1;0
"SonyPlayStation2";"Atari Anthology";NA;"Atari";"Unknown";1;1;0
"SonyPlayStationPortable";"Atari Classics Evolved";NA;"Atari";"Unknown";0;1;0
"NintendoDS";"Atari Greatest Hits: Volume 2";NA;"Atari";"Unknown";0;1;0
"NokiaN-Gage";"Atari Masterpieces: Vol. I";NA;"Atari";"Digital Eclipse";1;1;0
"NokiaN-Gage";"Atari Masterpieces: Vol. II";NA;"Atari";"Digital Eclipse";1;1;0
"AtariVCS";"Atari Video Cube";NA;"Atari";"Unknown";0;1;0
"NintendoDS";"Atelier Annie: Alchemists of Sera Island";NA;"NIS America";"Unknown";0;1;0
"SonyPlayStation2";"Atelier Iris 2: The Azoth of Destiny";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Atelier Iris 3: Grand Phantasm";NA;"Koei";"Unknown";1;1;0
"SonyPlayStation2";"Atelier Iris: Eternal Mana";NA;"Koei";"Unknown";1;1;0
"NES";"Athena";NA;"SNK";"Unknown";0;1;0
"SonyPlayStation2";"Athens 2004";NA;"Sony";"Unknown";1;1;0
"AtariVCS";"Atlantis";NA;"Imagic";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Atlantis (Disney's): The Lost Empire";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation2";"Atlantis III: The New World";NA;"Cryo";"Unknown";1;0;0
"NintendoGameBoyAdvance";"Atomic Betty";NA;"Atari";"Unknown";1;1;0
"SegaMegaDrive";"Atomic Robo-Kid";NA;"Treco";"Unknown";0;1;0
"NintendoWii";"Atrévete a Soñar";NA;"Slang";"Sabarasa Entertainment";0;1;0
"NES";"Attack of the Killer Tomatoes";NA;"THQ";"Imagineering";1;1;0
"SonyPlayStation2";"ATV Offroad Fury 2";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation2";"ATV Offroad Fury 3";NA;"SouthPeak Interactive";"Unknown";1;1;0
"SonyPlayStation2";"ATV Offroad Fury 4";NA;"Sony";"Unknown";1;1;0
"SonyPlayStationPortable";"ATV Offroad Fury Pro";NA;"Sony";"Unknown";1;1;0
"SonyPlayStationPortable";"ATV Offroad Fury: Blazin' Trails";NA;"SouthPeak";"Unknown";1;1;0
"SonyPlayStation2";"ATV Offroad: All Terrain Vehicle";NA;"Sony";"Unknown";1;1;0
"NintendoGameBoyAdvance";"ATV Quad Power Racing";NA;"Liquid";"Unknown";1;1;0
"SonyPlayStation2";"ATV Quad Power Racing 2";NA;"Acclaim";"Unknown";1;1;0
"NintendoGameBoyAdvance";"ATV Thunder Ridge Riders";NA;"Zoo Digital";"Unknown";1;1;0
"NintendoDS";"ATV Wild Ride";NA;"Destineer";"Unknown";0;1;0
"NintendoGameBoyColor";"Austin Powers: Oh Behave!";NA;"Rockstar";"Tarantula Studios";1;1;0
"NintendoGameBoyColor";"Austin Powers: Welcome to My Underground Lair";NA;"Rockstar";"Tarantula Studios";1;1;0
"SonyPlayStation2";"Auto Modellista";NA;"Capcom";"Unknown";1;1;0
"MattelIntellivision";"Auto Racing";NA;"Mattel";"Unknown";1;1;0
"SonyPlayStation2";"Autobahn Raser: Das Spiel zum Film";NA;"Davilex";"Unknown";1;0;0
"Nintendo64";"Automobili Lamborghini";NA;"Titus";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Avatar: Der Herr der Elemente: Die Erde brennt";NA;"THQ";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Avatar: The Legend of Aang";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation2";"Avatar: The Legend of Aang";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation2";"Avatar: The Legend of Aang: The Burning Earth";NA;"THQ";"Unknown";1;1;0
"NintendoGameBoy";"Avenging Spirit";NA;"Jaleco";"Jaleco";1;1;0
"SonyPlayStation2";"Le Avventure di Lupin III: Il Tesoro del re Stregone";NA;"505 GameStreet";"Unknown";1;1;0
"SonyPlayStation2";"Le Avventure di Lupin III: Lupin La Morte, Zenigata L'Amore";NA;"505 Games";"Unknown";1;0;0
"AtariLynx";"Awesome Golf";NA;"Atari";"Atari";1;1;0
"SegaMegaDrive";"Awesome Possum";NA;"Tengen";"Unknown";0;1;0
"SonyPlayStation2";"Azur et Asmar";NA;"Ouat Entertainment";"Unknown";1;0;0
"MattelIntellivision";"B-17 Bomber";NA;"Mattel";"Unknown";1;1;0
"SonyPlayStation2";"B-Boy";NA;"Sony";"Unknown";1;1;0
"CBSColecoVision";"B.C. II: Grog's Revenge";NA;"CBS";"Coleco";1;1;0
"NintendoGameBoy";"B.C. Kid";NA;"Hudson Soft";"Hudson Soft";1;1;0
"NintendoGameBoy";"B.C. Kid 2";NA;"Hudson Soft";"Red";1;1;0
"CBSColecoVision";"B.C.'s Quest For Tires";NA;"Sierra";"Sierra";0;1;0
"NintendoGameBoyAdvance";"Babar to the Rescue";NA;"The Game Factory";"Unknown";1;1;0
"SonyPlayStation2";"Babe";NA;"blast!";"Unknown";1;0;0
"PhilipsCD-i";"Baby";NA;"Philips Interactive Media";"Unknown";1;0;0
"NES";"Baby Boomer";NA;"Color Dreams";"Unknown";0;1;0
"NintendoDS";"Baby Fashion Star";NA;"Ubisoft Entertainment";"Visual Impact Productions";1;1;0
"NintendoGameBoyColor";"Baby Felix Halloween";NA;"LSP";"Bit Managers";1;0;0
"AtariVCS";"Bachelor Party";NA;"Mystique";"Unknown";1;1;0
"NintendoDS";"The Bachelor: The Videogame";NA;"Warner Bros. Games";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Back to Stone";NA;"Neko Entertainment";"Unknown";1;1;0
"NES";"Back to the Future";NA;"Ljn";"Unknown";0;1;0
"NES";"Back to the Future: Part II & III";NA;"Ljn";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Back Track";NA;"Telegames";"Unknown";1;1;0
"IntertonVC4000";"Backgammon";NA;"Interton";"Unknown";1;0;0
"PhilipsVideopac";"Backgammon";NA;"Philips";"Philips";1;0;0
"AtariVCS";"Backgammon";NA;"Atari";"Unknown";1;1;0
"MattelIntellivision";"Backgammon";NA;"Mattel";"Unknown";1;1;0
"SonyPlayStation";"Backstreet Billiards";NA;"ASCII";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Backyard Baseball";NA;"Infogrames";"Unknown";0;1;0
"SonyPlayStation2";"Backyard Baseball";NA;"Atari";"Unknown";0;1;0
"NintendoDS";"Backyard Baseball '09";NA;"Atari";"Unknown";0;1;0
"SonyPlayStation2";"Backyard Baseball '10";NA;"Atari";"Unknown";0;1;0
"NintendoDS";"Backyard Baseball '10";NA;"Atari";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Backyard Baseball 2006";NA;"Infogrames";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Backyard Basketball";NA;"Infogrames";"Unknown";0;1;0
"NintendoDS";"Backyard Basketball";NA;"Humongous";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Backyard Football";NA;"Infogrames";"Unknown";0;1;0
"NintendoDS";"Backyard Football";NA;"Atari";"Unknown";0;1;0
"NintendoDS";"Backyard Football '09";NA;"Atari";"Unknown";0;1;0
